,context1,context2,label
7123,We talked about that our perspectives had changed over the years and the issues we had worked on as students.,Is the grammar of this sentence correct ?,0
7124,That our perspectives had changed over the years and the issues we had worked on as students were the topics of discussion.,Is the grammar of this sentence correct ?,1
7125,The clever snake disappeared into a hole in the ground.,Is the grammar of this sentence incorrect ?,0
7126,Hole into disappeared ground the the in clever a little.,Is the grammar of this sentence incorrect ?,1
7127,The snake clever disappeared into a hole in the ground.,Is the grammar of this sentence incorrect ?,1
7128,This girl in the red coat will put a picture of Bill it on your desk before tomorrow.,Is the grammar of this sentence incorrect ?,1
7129,This girl in the red coat will put a picture of Bill on your desk there before tomorrow.,Is the grammar of this sentence incorrect ?,1
7130,This girl in the red coat one will put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence correct ?,0
7131,This girl in the red coat will put a picture of Bill on your desk it before tomorrow.,Is the grammar of this sentence correct ?,0
7132,This girl in the red coat will put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence correct ?,1
7133,Bill will put a picture of this girl in the red coat on your desk before tomorrow.,Is the grammar of this sentence correct ?,1
7134,She will put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence incorrect ?,0
7135,Bill will put a picture of she on your desk before tomorrow.,Is the grammar of this sentence incorrect ?,1
7136,Bill will put a picture of her on your desk before tomorrow.,Is the grammar of this sentence correct ?,1
7137,Her will put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence correct ?,0
7138,She her will put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence correct ?,0
7139,Bill will put a picture of she her on your desk before tomorrow.,Is the grammar of this sentence correct ?,0
7140,Clean your desk before tomorrow.,Is the grammar of this sentence correct ?,1
7141,This girl will put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence incorrect ?,0
7142,"This boy must not go to school, and his father must not go to school either.",Is the grammar of this sentence incorrect ?,0
7143,"This boy must not go to France, but his father must go to France.",Is the grammar of this sentence correct ?,1
7144,This actress must play in this movie and she will play in this movie.,Is the grammar of this sentence incorrect ?,0
7145,Can Mary win the race and will Sue win the race too?,Is the grammar of this sentence incorrect ?,0
7146,This girl will buy bread and so will that one buy bread.,Is the grammar of this sentence correct ?,1
7147,The tourists will go to the park.,Is the grammar of this sentence incorrect ?,0
7148,Will the tourists go to the park?,Is the grammar of this sentence correct ?,1
7149,Some student from Australia speaks Chinese.,Is the grammar of this sentence correct ?,1
7150,Does some student from Australia speak Chinese?,Is the grammar of this sentence incorrect ?,0
7151,They would have been walking for hours.,Is the grammar of this sentence correct ?,1
7152,Would they have been walking for hours?,Is the grammar of this sentence correct ?,1
7153,"This girl will not buy bread, will she buy bread?",Is the grammar of this sentence correct ?,1
7154,"Sean Penn can act well in many kinds of movies, can't he act well in many kinds of movies?",Is the grammar of this sentence incorrect ?,0
7155,You will put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence correct ?,1
7156,This girl in the red coat or you will put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence correct ?,1
7157,No boys will put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence correct ?,1
7158,This girl in the red coat but no boys will put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence correct ?,1
7159,This girl in the red coat will put it and a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence correct ?,1
7160,This girl in the red coat will put a picture of Bill in the mailbox before tomorrow.,Is the grammar of this sentence correct ?,1
7161,This girl in the red coat will put a picture of Bill on your desk after the dinner.,Is the grammar of this sentence incorrect ?,0
7162,This girl in the red coat will put a picture of Bill on your desk after the dinner and before tomorrow.,Is the grammar of this sentence correct ?,1
7163,This girl in the red coat will eat her breakfast before tomorrow.,Is the grammar of this sentence incorrect ?,0
7164,This girl in the red coat will eat her breakfast before tomorrow and put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence incorrect ?,0
7165,This girl in the red coat will eat her breakfast and will put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence correct ?,1
7166,This girl in the red coat will put a picture of Bill on your desk.,Is the grammar of this sentence correct ?,1
7167,This girl in the red dress must put a picture of Bill on your desk.,Is the grammar of this sentence incorrect ?,0
7168,This girl in the red coat will and dress must put a picture of Bill on your desk.,Is the grammar of this sentence correct ?,0
7169,This girl in the or on the red coat will put a picture of Bill on your desk.,Is the grammar of this sentence incorrect ?,1
7170,John and Mary will play with Henry and with Sue.,Is the grammar of this sentence correct ?,1
7171,"They play unusual music, and I listen to unusual music.",Is the grammar of this sentence correct ?,1
7172,They play and I listen to unusual music.,Is the grammar of this sentence incorrect ?,0
7173,I love ice milk tea but you hate ice milk tea.,Is the grammar of this sentence correct ?,1
7174,I love but you hate ice milk tea.,Is the grammar of this sentence correct ?,1
7175,She may have thawed the roast and should have thawed the roast.,Is the grammar of this sentence incorrect ?,0
7176,She may have and should have thawed the roast.,Is the grammar of this sentence correct ?,1
7177,"Smith loaned a valuable collection of manuscripts to the library, and his widow later donated a valuable collection of manuscripts to the library.",Is the grammar of this sentence correct ?,1
7178,Smith loaned and his widow later donated a valuable collection of manuscripts to the library.,Is the grammar of this sentence correct ?,1
7179,"I borrowed large sums of money from the bank, and my sister stole large sums of money from the bank.",Is the grammar of this sentence incorrect ?,0
7180,I borrowed and my sister stole large sums of money from the bank.,Is the grammar of this sentence incorrect ?,0
7181,"Put a picture of Bill on your desk, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",Is the grammar of this sentence correct ?,0
7182,Mary should know that you must go to the station.,Is the grammar of this sentence incorrect ?,0
7183,"That you must go to the station, Mary should know that you must go to the station.",Is the grammar of this sentence correct ?,1
7184,"This your, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",Is the grammar of this sentence correct ?,0
7185,"Will Bill, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",Is the grammar of this sentence correct ?,0
7186,"Red picture desk, this girl in the red coat will put a picture of.",Is the grammar of this sentence correct ?,0
7187,"Before your, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",Is the grammar of this sentence correct ?,0
7188,"Girl in the red coat, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",Is the grammar of this sentence incorrect ?,1
7189,"Will put a picture of Bill on your desk before tomorrow, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",Is the grammar of this sentence correct ?,0
7190,"The red, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",Is the grammar of this sentence incorrect ?,1
7191,"Of Bill on, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",Is the grammar of this sentence incorrect ?,1
7192,"Will put, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",Is the grammar of this sentence incorrect ?,1
7193,"Your desk before, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",Is the grammar of this sentence incorrect ?,1
7194,It is your notes that John wants to look at after class.,Is the grammar of this sentence incorrect ?,0
7195,It is after class that John wants to look at your notes.,Is the grammar of this sentence incorrect ?,0
7196,It is John who wants to look at your notes after class.,Is the grammar of this sentence correct ?,1
7197,It was Ann who bought a first edition of Richard III for $1000.,Is the grammar of this sentence correct ?,1
7198,It was a first edition of Richard III that Ann bought for $1000.,Is the grammar of this sentence correct ?,1
7199,It was for $1000 that Ann bought a first edition of Richard III.,Is the grammar of this sentence correct ?,1
7200,It is before tomorrow that this girl in the red coat will put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence incorrect ?,1
7201,Mary saw the tall man coming from England.,Is the grammar of this sentence incorrect ?,0
7202,it is the tall man coming from England that Mary saw the tall man coming from England.,Is the grammar of this sentence incorrect ?,1
7203,Mary saw the tall man come from the back.,Is the grammar of this sentence correct ?,1
7204,it is the tall man come from the back that Mary saw the tall man come from the back.,Is the grammar of this sentence correct ?,0
7205,It is a picture of Bill that this girl in the red coat will put on your desk before tomorrow.,Is the grammar of this sentence incorrect ?,0
7206,It is put a picture of Bill on your desk before tomorrow that this girl in the red coat will.,Is the grammar of this sentence correct ?,0
7207,What John wants to look at now is your notes.,Is the grammar of this sentence correct ?,1
7208,What Mary gave was a book to John.,Is the grammar of this sentence correct ?,0
7209,What Mary donated was a lot of money to NPR.,Is the grammar of this sentence correct ?,0
7210,It is to Cleveland that John drove the truck.,Is the grammar of this sentence incorrect ?,0
7211,What John became was deadly afraid of flying.,Is the grammar of this sentence incorrect ?,0
7212,It is deadly afraid of flying that John became.,Is the grammar of this sentence correct ?,0
7213,John told us that he wants to quit school.,Is the grammar of this sentence incorrect ?,0
7214,It is that he wants to quit school that John told us.,Is the grammar of this sentence incorrect ?,1
7215,What John told us is that he wants to quit school.,Is the grammar of this sentence correct ?,1
7216,John promised us to be gentle.,Is the grammar of this sentence correct ?,1
7217,It is to be gentle that John promised.,Is the grammar of this sentence incorrect ?,1
7218,Mary will arrive tomorrow.,Is the grammar of this sentence correct ?,1
7219,It is arrive tomorrow that Mary will.,Is the grammar of this sentence correct ?,0
7220,Henri wants the book which is on the top shelf.,Is the grammar of this sentence incorrect ?,0
7221,What Henri wants is the book which is on the top shelf.,Is the grammar of this sentence incorrect ?,0
7222,The spy became too friendly with his new contacts.,Is the grammar of this sentence correct ?,1
7223,What the spy became was too friendly with his new contacts.,Is the grammar of this sentence correct ?,1
7224,What this girl in the red coat will do is put a picture of Bill on your desk before tomorrow.,Is the grammar of this sentence correct ?,1
7225,Henri wants to buy these books about cooking.,Is the grammar of this sentence correct ?,1
7226,which books about cooking does Henri want to buy?,Is the grammar of this sentence correct ?,1
7227,I sent it to you.,Is the grammar of this sentence incorrect ?,0
7228,I sent to you it.,Is the grammar of this sentence incorrect ?,1
7229,I sent to you recipes.,Is the grammar of this sentence incorrect ?,1
7230,Bill's mother's friends are waiting at the restaurant.,Is the grammar of this sentence incorrect ?,0
7231,Bill's mother's friends and John are waiting at the restaurant.,Is the grammar of this sentence correct ?,1
7232,It was John that was waiting at the restaurant.,Is the grammar of this sentence incorrect ?,0
7233,It was John Bill that were waiting at the restaurant.,Is the grammar of this sentence correct ?,0
7234,It was John and Bill that were waiting at the restaurant.,Is the grammar of this sentence incorrect ?,0
7235,I will eat spaghetti on Sunday with Marco.,Is the grammar of this sentence incorrect ?,0
7236,I will speak to Hector about this.,Is the grammar of this sentence incorrect ?,0
7237,I doubt that Mary reads mysteries.,Is the grammar of this sentence correct ?,1
7238,He muttered that the visitors will leave.,Is the grammar of this sentence incorrect ?,0
7239,The fact that John is snoring is informative.,Is the grammar of this sentence incorrect ?,0
7240,The man that Mary saw knew me.,Is the grammar of this sentence correct ?,1
7241,That the visiting team won the race could surprise them.,Is the grammar of this sentence incorrect ?,0
7242,That is what you should see.,Is the grammar of this sentence incorrect ?,0
7243,John knows that she left.,Is the grammar of this sentence correct ?,1
7244,John knows whether she will come back.,Is the grammar of this sentence incorrect ?,0
7245,John knows that she left and whether she will come back.,Is the grammar of this sentence correct ?,1
7246,John knows that she left and John knows whether she will come back.,Is the grammar of this sentence incorrect ?,0
7247,John asked whether she left.,Is the grammar of this sentence correct ?,1
7248,I doubt if she kicks perfect goals every time.,Is the grammar of this sentence correct ?,1
7249,They think that she can do it.,Is the grammar of this sentence incorrect ?,0
7250,whether she left is most unclear.,Is the grammar of this sentence incorrect ?,0
7251,That the girl put a picture there proves her guilt.,Is the grammar of this sentence incorrect ?,0
7252,I prefer for the girl to put a picture there.,Is the grammar of this sentence incorrect ?,0
7253,For the girl to put a picture there is what I prefer.,Is the grammar of this sentence incorrect ?,0
7254,For the girl to put a picture there would surprise you.,Is the grammar of this sentence incorrect ?,0
7255,I prefer for the girl to win.,Is the grammar of this sentence incorrect ?,0
7256,I prefer for the girl to will win.,Is the grammar of this sentence incorrect ?,1
7257,I prefer for the girl to wins.,Is the grammar of this sentence correct ?,0
7258,Let's walk.,Is the grammar of this sentence correct ?,1
7259,I run on the beach.,Is the grammar of this sentence correct ?,1
7260,The three sunbathers went swimming.,Is the grammar of this sentence correct ?,1
7261,I hope that Mary wins.,Is the grammar of this sentence correct ?,1
7262,They know if Mary won.,Is the grammar of this sentence incorrect ?,0
7263,I wonder whether Mary will win.,Is the grammar of this sentence correct ?,1
7264,They prefer for Mary to leave.,Is the grammar of this sentence correct ?,1
7265,John wonders whether Mary will win.,Is the grammar of this sentence incorrect ?,0
7266,John wonders whether to win.,Is the grammar of this sentence correct ?,1
7267,Whether she will win is a question Mary never considered.,Is the grammar of this sentence correct ?,1
7268,Whether to win is a question Mary never considered.,Is the grammar of this sentence incorrect ?,0
7269,I think that you will see that the girl will put a picture on your desk.,Is the grammar of this sentence correct ?,1
7270,They understand that you will prefer for the girl to put a picture on your desk.,Is the grammar of this sentence incorrect ?,0
7271,Mary cuts the paper easily.,Is the grammar of this sentence correct ?,1
7272,The paper cuts easily.,Is the grammar of this sentence incorrect ?,0
7273,That he won the race could surprise them.,Is the grammar of this sentence correct ?,1
7274,That him won the race could surprise them.,Is the grammar of this sentence correct ?,0
7275,For him to win the race would surprise them.,Is the grammar of this sentence correct ?,1
7276,For he to win the race would surprise them.,Is the grammar of this sentence incorrect ?,1
7277,John saw Mary.,Is the grammar of this sentence correct ?,1
7278,Harry likes movies.,Is the grammar of this sentence incorrect ?,0
7279,For Mary to leave on time is important.,Is the grammar of this sentence correct ?,1
7280,"Think about linguistics all night, she does think about linguistics all night.",Is the grammar of this sentence correct ?,0
7281,"Climb to the top, they do climb to the top.",Is the grammar of this sentence correct ?,0
7282,John can go to the market on his bike.,Is the grammar of this sentence incorrect ?,0
7283,Mary should buy some flowers on Sunday.,Is the grammar of this sentence incorrect ?,0
7284,My niece could write me letters before her third birthday.,Is the grammar of this sentence incorrect ?,0
7285,My nephew could write letters to his parents with a fountain pen.,Is the grammar of this sentence incorrect ?,0
7286,John can go to the market quickly.,Is the grammar of this sentence incorrect ?,0
7287,Mary should buy some flowers for her mother to arrange.,Is the grammar of this sentence correct ?,1
7288,My niece could write me letters more faithfully.,Is the grammar of this sentence correct ?,1
7289,John can quickly go to the market.,Is the grammar of this sentence incorrect ?,0
7290,My niece could more faithfully write me letters.,Is the grammar of this sentence correct ?,1
7291,John can go to the market to India.,Is the grammar of this sentence incorrect ?,1
7292,Mary should buy some flowers some bread.,Is the grammar of this sentence incorrect ?,1
7293,My niece could write me you letters.,Is the grammar of this sentence correct ?,0
7294,My nephew could write letters the postcards to his parents.,Is the grammar of this sentence incorrect ?,1
7295,John can go to the market on his bike on a truck.,Is the grammar of this sentence correct ?,1
7296,Mary should buy some flowers on Sunday at 5 o'clock.,Is the grammar of this sentence incorrect ?,0
7297,My nephew could write letters to his parents with a fountain pen with your help.,Is the grammar of this sentence incorrect ?,0
7298,Pelé visited his uncle.,Is the grammar of this sentence correct ?,1
7299,She sold the car to Sam for five dollars.,Is the grammar of this sentence incorrect ?,0
7300,She ran the car on propane from Reno to Vegas.,Is the grammar of this sentence incorrect ?,0
7301,The process changed the substance from solid to liquid to gas to energy.,Is the grammar of this sentence incorrect ?,0
7302,We associated their subsidiaries with our corporate office.,Is the grammar of this sentence correct ?,1
7303,I cycled around France.,Is the grammar of this sentence correct ?,1
7304,Mary drank some beer in the barn from 6 to nine.,Is the grammar of this sentence incorrect ?,0
7305,It was in the barn or it took place in the barn.,Is the grammar of this sentence incorrect ?,0
7306,It was some beer or it took place some beer.,Is the grammar of this sentence incorrect ?,1
7307,They wonder whether Mary will run.,Is the grammar of this sentence correct ?,1
7308,They wonder about this.,Is the grammar of this sentence incorrect ?,0
7309,They wonder.,Is the grammar of this sentence incorrect ?,0
7310,I know that she runs.,Is the grammar of this sentence correct ?,1
7311,I know.,Is the grammar of this sentence correct ?,1
7312,I said that she runs.,Is the grammar of this sentence incorrect ?,0
7313,I said that.,Is the grammar of this sentence incorrect ?,0
7314,I said.,Is the grammar of this sentence correct ?,0
7315,I prefer for Mary to run.,Is the grammar of this sentence incorrect ?,0
7316,I prefer this.,Is the grammar of this sentence incorrect ?,0
7317,I prefer.,Is the grammar of this sentence correct ?,0
7318,I said for Mary to run.,Is the grammar of this sentence incorrect ?,0
7319,I said this.,Is the grammar of this sentence correct ?,1
7320,I put the book on the shelf.,Is the grammar of this sentence incorrect ?,0
7321,I put the book.,Is the grammar of this sentence incorrect ?,1
7322,I put.,Is the grammar of this sentence incorrect ?,1
7323,"Two ships appeared, arrived, remained, emerged.",Is the grammar of this sentence incorrect ?,0
7324,"Suddenly, there appeared two ships on the horizon.",Is the grammar of this sentence incorrect ?,0
7325,"Two inspectors from the INS appeared, arrived, remained, emerged.",Is the grammar of this sentence incorrect ?,0
7326,"The ice melts, breaks.",Is the grammar of this sentence incorrect ?,0
7327,"The door opens, closes.",Is the grammar of this sentence correct ?,1
7328,"They melted, broke the ice.",Is the grammar of this sentence correct ?,1
7329,"They opened, closed the door.",Is the grammar of this sentence incorrect ?,0
7330,"They cooked, thickened the soup.",Is the grammar of this sentence incorrect ?,0
7331,"I go, run, swim, jump, fly, crawl, dance, walk.",Is the grammar of this sentence incorrect ?,0
7332,"They went me, ran me, swam me, jumped me, flew me, crawled me, danced me, walked me.",Is the grammar of this sentence correct ?,0
7333,I danced a dance.,Is the grammar of this sentence incorrect ?,0
7334,He walked the walk.,Is the grammar of this sentence correct ?,1
7335,The time elapsed slowly.,Is the grammar of this sentence incorrect ?,0
7336,The time elapsed the day.,Is the grammar of this sentence incorrect ?,1
7337,I see stars.,Is the grammar of this sentence correct ?,1
7338,I see.,Is the grammar of this sentence correct ?,1
7339,I liked Mary.,Is the grammar of this sentence correct ?,1
7340,I liked.,Is the grammar of this sentence correct ?,0
7341,They surrounded the fort.,Is the grammar of this sentence correct ?,1
7342,They surrounded.,Is the grammar of this sentence correct ?,0
7343,I gave the charity.,Is the grammar of this sentence incorrect ?,0
7344,I gave money.,Is the grammar of this sentence correct ?,1
7345,I gave.,Is the grammar of this sentence correct ?,1
7346,I handed the ball to Reg.,Is the grammar of this sentence correct ?,1
7347,I handed the ball.,Is the grammar of this sentence correct ?,0
7348,I handed to Reg.,Is the grammar of this sentence correct ?,0
7349,I handed.,Is the grammar of this sentence correct ?,0
7350,John ate.,Is the grammar of this sentence incorrect ?,0
7351,John knows.,Is the grammar of this sentence incorrect ?,0
7352,John needed.,Is the grammar of this sentence incorrect ?,1
7353,John criticized.,Is the grammar of this sentence incorrect ?,1
7354,John saw.,Is the grammar of this sentence correct ?,1
7355,John told.,Is the grammar of this sentence correct ?,1
7356,The agency classified the documents.,Is the grammar of this sentence incorrect ?,0
7357,The agency classified.,Is the grammar of this sentence incorrect ?,1
7358,The war intensified the poverty.,Is the grammar of this sentence correct ?,1
7359,This project is manageable.,Is the grammar of this sentence correct ?,1
7360,it mattered on Sunday.,Is the grammar of this sentence correct ?,1
7361,I saw John on Sunday.,Is the grammar of this sentence incorrect ?,0
7362,I put the book on the desk on Sunday.,Is the grammar of this sentence correct ?,1
7363,I saw John with a telescope.,Is the grammar of this sentence correct ?,1
7364,It mattered with a telescope.,Is the grammar of this sentence correct ?,0
7365,I covered the bread with butter.,Is the grammar of this sentence correct ?,1
7366,I emptied it with butter.,Is the grammar of this sentence correct ?,0
7367,Mary will complete her exam within an hour.,Is the grammar of this sentence correct ?,1
7368,Mary will complete her exam for an hour.,Is the grammar of this sentence correct ?,0
7369,The hiker will reach the top of the mountain within an hour.,Is the grammar of this sentence correct ?,1
7370,The hiker will reach the top of the mountain for an hour.,Is the grammar of this sentence correct ?,0
7371,Henri will paint the floor for an hour.,Is the grammar of this sentence incorrect ?,0
7372,I will read linguistics for an hour.,Is the grammar of this sentence correct ?,1
7373,the student left.,Is the grammar of this sentence incorrect ?,0
7374,only the student left.,Is the grammar of this sentence correct ?,1
7375,even the student left.,Is the grammar of this sentence correct ?,1
7376,all the students left.,Is the grammar of this sentence correct ?,1
7377,I saw the student.,Is the grammar of this sentence incorrect ?,0
7378,I saw only the student.,Is the grammar of this sentence correct ?,1
7379,I saw all the students.,Is the grammar of this sentence incorrect ?,0
7380,"John, who I saw yesterday, will visit us.",Is the grammar of this sentence incorrect ?,0
7381,I saw the brilliant student.,Is the grammar of this sentence incorrect ?,0
7382,I saw the brilliant one.,Is the grammar of this sentence correct ?,1
7383,I saw the brilliant student with long hair.,Is the grammar of this sentence incorrect ?,0
7384,I saw the brilliant one with long hair.,Is the grammar of this sentence correct ?,1
7385,I saw the one with long hair.,Is the grammar of this sentence incorrect ?,0
7386,I saw the physics student.,Is the grammar of this sentence correct ?,1
7387,I saw the physics one.,Is the grammar of this sentence incorrect ?,1
7388,I saw the student of physics.,Is the grammar of this sentence incorrect ?,0
7389,I saw the one of physics.,Is the grammar of this sentence correct ?,0
7390,I saw the student of physics with long hair.,Is the grammar of this sentence incorrect ?,0
7391,The big student of physics with long hair in the library.,Is the grammar of this sentence incorrect ?,0
7392,It is big.,Is the grammar of this sentence incorrect ?,0
7393,It is with long hair.,Is the grammar of this sentence incorrect ?,0
7394,It is of physics.,Is the grammar of this sentence incorrect ?,1
7395,It is in the library.,Is the grammar of this sentence incorrect ?,0
7396,They are intense.,Is the grammar of this sentence incorrect ?,0
7397,They are intense of Bill.,Is the grammar of this sentence incorrect ?,1
7398,They intensified.,Is the grammar of this sentence correct ?,1
7399,They are special.,Is the grammar of this sentence correct ?,1
7400,They are special of Bill.,Is the grammar of this sentence incorrect ?,1
7401,They specialized.,Is the grammar of this sentence correct ?,1
7402,She is proud.,Is the grammar of this sentence correct ?,1
7403,she is the mother.,Is the grammar of this sentence incorrect ?,0
7404,she is the mother of John.,Is the grammar of this sentence incorrect ?,0
7405,They read the paper.,Is the grammar of this sentence correct ?,1
7406,The paper is readable.,Is the grammar of this sentence correct ?,1
7407,It is readable of the paper.,Is the grammar of this sentence incorrect ?,1
7408,They are readable of the paper.,Is the grammar of this sentence correct ?,0
7409,The driver of the car thinks that Mary should leave Dallas for Boise tomorrow.,Is the grammar of this sentence correct ?,1
7410,Her little sister will disagree with her.,Is the grammar of this sentence correct ?,1
7411,The girl he met at the departmental party will very surely call him.,Is the grammar of this sentence correct ?,1
7412,Beavers build dams.,Is the grammar of this sentence incorrect ?,0
7413,John will see you.,Is the grammar of this sentence incorrect ?,0
7414,John thinks that Mary left.,Is the grammar of this sentence incorrect ?,0
7415,John thinks Mary left.,Is the grammar of this sentence correct ?,1
7416,John whispered that Mary left.,Is the grammar of this sentence incorrect ?,0
7417,John will carefully study Russian.,Is the grammar of this sentence incorrect ?,0
7418,John carefully studies Russian.,Is the grammar of this sentence incorrect ?,0
7419,John studies carefully Russian.,Is the grammar of this sentence incorrect ?,1
7420,I wonder if she will use paints.,Is the grammar of this sentence incorrect ?,0
7421,"Yes, she will.",Is the grammar of this sentence correct ?,1
7422,"Yes, she.",Is the grammar of this sentence incorrect ?,1
7423,"Yes, she will use.",Is the grammar of this sentence incorrect ?,1
7424,I wonder if she used paints.,Is the grammar of this sentence incorrect ?,0
7425,"Yes, she did.",Is the grammar of this sentence incorrect ?,0
7426,"Yes, she used.",Is the grammar of this sentence incorrect ?,1
7427,John will have been eating cake.,Is the grammar of this sentence incorrect ?,0
7428,"Mary won't have been eating cake, but John.",Is the grammar of this sentence correct ?,0
7429,"Mary won't have been eating cake, but John will.",Is the grammar of this sentence incorrect ?,0
7430,"Mary won't have been eating cake, but John will have.",Is the grammar of this sentence incorrect ?,0
7431,"Mary won't have been eating cake, but John will have been.",Is the grammar of this sentence correct ?,1
7432,John will enthusiastically have been eating cake.,Is the grammar of this sentence incorrect ?,0
7433,John will have enthusiastically been eating cake.,Is the grammar of this sentence incorrect ?,0
7434,John will have been eating enthusiastically cake.,Is the grammar of this sentence correct ?,0
7435,John will have been eating cake enthusiastically.,Is the grammar of this sentence correct ?,1
7436,John studied carefully Russian.,Is the grammar of this sentence correct ?,0
7437,John has carefully studied Russian.,Is the grammar of this sentence incorrect ?,0
7438,John had carefully studied Russian.,Is the grammar of this sentence incorrect ?,0
7439,John is carefully studying Russian.,Is the grammar of this sentence incorrect ?,0
7440,John was carefully studying Russian.,Is the grammar of this sentence correct ?,1
7441,John goes to school.,Is the grammar of this sentence correct ?,1
7442,Goes John to school?,Is the grammar of this sentence incorrect ?,1
7443,Mary thinks that Bill will come.,Is the grammar of this sentence incorrect ?,0
7444,Mary thinks whether Bill will come.,Is the grammar of this sentence incorrect ?,1
7445,Mary thinks for Bill to come.,Is the grammar of this sentence incorrect ?,1
7446,Mary wonders whether Bill will come.,Is the grammar of this sentence incorrect ?,0
7447,Mary wonders for Bill to come.,Is the grammar of this sentence incorrect ?,1
7448,Mary prefers that Bill will come.,Is the grammar of this sentence correct ?,0
7449,Mary prefers whether Bill will come.,Is the grammar of this sentence correct ?,0
7450,Mary prefers for Bill to come.,Is the grammar of this sentence correct ?,1
7451,I wonder has Mary worked for Microsoft.,Is the grammar of this sentence correct ?,1
7452,I wonder whether Mary has worked for Microsoft.,Is the grammar of this sentence incorrect ?,0
7453,I wonder whether has Mary worked for Microsoft.,Is the grammar of this sentence correct ?,0
7454,I wonder has whether Mary worked for Microsoft.,Is the grammar of this sentence correct ?,0
7455,Will John not go to school?,Is the grammar of this sentence correct ?,1
7456,Has Henri not studied for his exam?,Is the grammar of this sentence correct ?,1
7457,Did Sue not pass her exam?,Is the grammar of this sentence correct ?,1
7458,Won't John go to school?,Is the grammar of this sentence incorrect ?,0
7459,Shouldn't Mary taste the soup?,Is the grammar of this sentence correct ?,1
7460,Hasn't Henri studied for his exam?,Is the grammar of this sentence correct ?,1
7461,Isn't Bill sick?,Is the grammar of this sentence incorrect ?,0
7462,Didn't Sue pass her exam?,Is the grammar of this sentence correct ?,1
7463,Will not John go to school?,Is the grammar of this sentence correct ?,0
7464,Should not Mary taste the soup?,Is the grammar of this sentence correct ?,0
7465,Has not Henri studied for his exam?,Is the grammar of this sentence incorrect ?,1
7466,Is not Bill sick?,Is the grammar of this sentence incorrect ?,1
7467,Did not Sue pass her exam?,Is the grammar of this sentence incorrect ?,1
7468,Sue put.,Is the grammar of this sentence incorrect ?,1
7469,Henri arrived Bill.,Is the grammar of this sentence correct ?,0
7470,Mary wonders that John said if Bill left.,Is the grammar of this sentence incorrect ?,1
7471,Henri told Sue in the drawer that Bill put socks.,Is the grammar of this sentence incorrect ?,1
7472,she will win the race.,Is the grammar of this sentence correct ?,1
7473,her will the race.,Is the grammar of this sentence correct ?,0
7474,"Elmer finished the cake and John did too, finish the cake.",Is the grammar of this sentence correct ?,1
7475,we need to provide two trees and.,Is the grammar of this sentence incorrect ?,0
7476,we also need to explain the relation between these trees.,Is the grammar of this sentence correct ?,1
7477,John not liked Mary.,Is the grammar of this sentence incorrect ?,1
7478,John liked not Mary.,Is the grammar of this sentence correct ?,0
7479,John did not like Mary.,Is the grammar of this sentence correct ?,1
7480,"John will endorse the treaty, but Georges will not endorse the treaty.",Is the grammar of this sentence incorrect ?,0
7481,Will George indeed not endorse the treaty?,Is the grammar of this sentence correct ?,1
7482,He will indeed not endorse the treaty.,Is the grammar of this sentence incorrect ?,1
7483,He will indeed endorse the treaty.,Is the grammar of this sentence incorrect ?,0
7484,He will not endorse the treaty; and indeed.,Is the grammar of this sentence incorrect ?,0
7485,John thinks that Bill left.,Is the grammar of this sentence incorrect ?,0
7486,John asked whether Bill left.,Is the grammar of this sentence incorrect ?,0
7487,John was wondering whether to leave or not.,Is the grammar of this sentence correct ?,1
7488,John was wondering whether to leave.,Is the grammar of this sentence correct ?,1
7489,I read these big three books.,Is the grammar of this sentence incorrect ?,1
7490,Mary sent.,Is the grammar of this sentence correct ?,0
7491,Mary sent a book to Bill.,Is the grammar of this sentence correct ?,1
7492,Mary send a book.,Is the grammar of this sentence incorrect ?,0
7493,"Mary sent Bill a book,….",Is the grammar of this sentence correct ?,1
7494,Bill examined a book.,Is the grammar of this sentence incorrect ?,1
7495,Sincerity examined a book.,Is the grammar of this sentence correct ?,0
7496,We put.,Is the grammar of this sentence correct ?,0
