,label,context
7178,1,Smith loaned and his widow later donated a valuable collection of manuscripts to the library.
7179,1,"I borrowed large sums of money from the bank, and my sister stole large sums of money from the bank."
7180,1,I borrowed and my sister stole large sums of money from the bank.
7181,0,"Put a picture of Bill on your desk, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
7182,1,Mary should know that you must go to the station.
7183,1,"That you must go to the station, Mary should know that you must go to the station."
7184,0,"This your, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
7185,0,"Will Bill, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
7186,0,"Red picture desk, this girl in the red coat will put a picture of."
7187,0,"Before your, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
7188,0,"Girl in the red coat, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
7189,0,"Will put a picture of Bill on your desk before tomorrow, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
7190,0,"The red, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
7191,0,"Of Bill on, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
7192,0,"Will put, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
7193,0,"Your desk before, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
7194,1,It is your notes that John wants to look at after class.
7195,1,It is after class that John wants to look at your notes.
7196,1,It is John who wants to look at your notes after class.
7197,1,It was Ann who bought a first edition of Richard III for $1000.
7198,1,It was a first edition of Richard III that Ann bought for $1000.
7199,1,It was for $1000 that Ann bought a first edition of Richard III.
7200,0,It is before tomorrow that this girl in the red coat will put a picture of Bill on your desk before tomorrow.
7201,1,Mary saw the tall man coming from England.
7202,0,it is the tall man coming from England that Mary saw the tall man coming from England.
7203,1,Mary saw the tall man come from the back.
7204,0,it is the tall man come from the back that Mary saw the tall man come from the back.
7205,1,It is a picture of Bill that this girl in the red coat will put on your desk before tomorrow.
7206,0,It is put a picture of Bill on your desk before tomorrow that this girl in the red coat will.
7207,1,What John wants to look at now is your notes.
7208,0,What Mary gave was a book to John.
7209,0,What Mary donated was a lot of money to NPR.
7210,1,It is to Cleveland that John drove the truck.
7211,1,What John became was deadly afraid of flying.
7212,0,It is deadly afraid of flying that John became.
7213,1,John told us that he wants to quit school.
7214,0,It is that he wants to quit school that John told us.
7215,1,What John told us is that he wants to quit school.
7216,1,John promised us to be gentle.
7217,0,It is to be gentle that John promised.
7218,1,Mary will arrive tomorrow.
7219,0,It is arrive tomorrow that Mary will.
7220,1,Henri wants the book which is on the top shelf.
7221,1,What Henri wants is the book which is on the top shelf.
7222,1,The spy became too friendly with his new contacts.
7223,1,What the spy became was too friendly with his new contacts.
7224,1,What this girl in the red coat will do is put a picture of Bill on your desk before tomorrow.
7225,1,Henri wants to buy these books about cooking.
7226,1,which books about cooking does Henri want to buy?
7227,1,I sent it to you.
7228,0,I sent to you it.
7229,0,I sent to you recipes.
7230,1,Bill's mother's friends are waiting at the restaurant.
7231,1,Bill's mother's friends and John are waiting at the restaurant.
7232,1,It was John that was waiting at the restaurant.
7233,0,It was John Bill that were waiting at the restaurant.
7234,1,It was John and Bill that were waiting at the restaurant.
7235,1,I will eat spaghetti on Sunday with Marco.
7236,1,I will speak to Hector about this.
7237,1,I doubt that Mary reads mysteries.
7238,1,He muttered that the visitors will leave.
7239,1,The fact that John is snoring is informative.
7240,1,The man that Mary saw knew me.
7241,1,That the visiting team won the race could surprise them.
7242,1,That is what you should see.
7243,1,John knows that she left.
7244,1,John knows whether she will come back.
7245,1,John knows that she left and whether she will come back.
7246,1,John knows that she left and John knows whether she will come back.
7247,1,John asked whether she left.
7248,1,I doubt if she kicks perfect goals every time.
7249,1,They think that she can do it.
7250,1,whether she left is most unclear.
7251,1,That the girl put a picture there proves her guilt.
7252,1,I prefer for the girl to put a picture there.
7253,1,For the girl to put a picture there is what I prefer.
7254,1,For the girl to put a picture there would surprise you.
7255,1,I prefer for the girl to win.
7256,0,I prefer for the girl to will win.
7257,0,I prefer for the girl to wins.
7258,1,Let's walk.
7259,1,I run on the beach.
7260,1,The three sunbathers went swimming.
7261,1,I hope that Mary wins.
7262,1,They know if Mary won.
7263,1,I wonder whether Mary will win.
7264,1,They prefer for Mary to leave.
7265,1,John wonders whether Mary will win.
7266,1,John wonders whether to win.
7267,1,Whether she will win is a question Mary never considered.
7268,1,Whether to win is a question Mary never considered.
7269,1,I think that you will see that the girl will put a picture on your desk.
7270,1,They understand that you will prefer for the girl to put a picture on your desk.
7271,1,Mary cuts the paper easily.
7272,1,The paper cuts easily.
7273,1,That he won the race could surprise them.
7274,0,That him won the race could surprise them.
7275,1,For him to win the race would surprise them.
7276,0,For he to win the race would surprise them.
7277,1,John saw Mary.
7278,1,Harry likes movies.
7279,1,For Mary to leave on time is important.
7280,0,"Think about linguistics all night, she does think about linguistics all night."
7281,0,"Climb to the top, they do climb to the top."
7282,1,John can go to the market on his bike.
7283,1,Mary should buy some flowers on Sunday.
7284,1,My niece could write me letters before her third birthday.
7285,1,My nephew could write letters to his parents with a fountain pen.
7286,1,John can go to the market quickly.
7287,1,Mary should buy some flowers for her mother to arrange.
7288,1,My niece could write me letters more faithfully.
7289,1,John can quickly go to the market.
7290,1,My niece could more faithfully write me letters.
7291,0,John can go to the market to India.
7292,0,Mary should buy some flowers some bread.
7293,0,My niece could write me you letters.
7294,0,My nephew could write letters the postcards to his parents.
7295,1,John can go to the market on his bike on a truck.
7296,1,Mary should buy some flowers on Sunday at 5 o'clock.
7297,1,My nephew could write letters to his parents with a fountain pen with your help.
7298,1,Pelé visited his uncle.
7299,1,She sold the car to Sam for five dollars.
7300,1,She ran the car on propane from Reno to Vegas.
7301,1,The process changed the substance from solid to liquid to gas to energy.
7302,1,We associated their subsidiaries with our corporate office.
7303,1,I cycled around France.
7304,1,Mary drank some beer in the barn from 6 to nine.
7305,1,It was in the barn or it took place in the barn.
7306,0,It was some beer or it took place some beer.
7307,1,They wonder whether Mary will run.
7308,1,They wonder about this.
7309,1,They wonder.
7310,1,I know that she runs.
7311,1,I know.
7312,1,I said that she runs.
7313,1,I said that.
7314,0,I said.
7315,1,I prefer for Mary to run.
7316,1,I prefer this.
7317,0,I prefer.
7318,1,I said for Mary to run.
7319,1,I said this.
7320,1,I put the book on the shelf.
7321,0,I put the book.
7322,0,I put.
7323,1,"Two ships appeared, arrived, remained, emerged."
7324,1,"Suddenly, there appeared two ships on the horizon."
7325,1,"Two inspectors from the INS appeared, arrived, remained, emerged."
7326,1,"The ice melts, breaks."
7327,1,"The door opens, closes."
7328,1,"They melted, broke the ice."
7329,1,"They opened, closed the door."
7330,1,"They cooked, thickened the soup."
7331,1,"I go, run, swim, jump, fly, crawl, dance, walk."
7332,0,"They went me, ran me, swam me, jumped me, flew me, crawled me, danced me, walked me."
7333,1,I danced a dance.
7334,1,He walked the walk.
7335,1,The time elapsed slowly.
7336,0,The time elapsed the day.
7337,1,I see stars.
7338,1,I see.
7339,1,I liked Mary.
7340,0,I liked.
7341,1,They surrounded the fort.
7342,0,They surrounded.
7343,1,I gave the charity.
7344,1,I gave money.
7345,1,I gave.
7346,1,I handed the ball to Reg.
7347,0,I handed the ball.
7348,0,I handed to Reg.
7349,0,I handed.
7350,1,John ate.
7351,1,John knows.
7352,0,John needed.
7353,0,John criticized.
7354,1,John saw.
7355,1,John told.
7356,1,The agency classified the documents.
7357,0,The agency classified.
7358,1,The war intensified the poverty.
7359,1,This project is manageable.
7360,1,it mattered on Sunday.
7361,1,I saw John on Sunday.
7362,1,I put the book on the desk on Sunday.
7363,1,I saw John with a telescope.
7364,0,It mattered with a telescope.
7365,1,I covered the bread with butter.
7366,0,I emptied it with butter.
7367,1,Mary will complete her exam within an hour.
7368,0,Mary will complete her exam for an hour.
7369,1,The hiker will reach the top of the mountain within an hour.
7370,0,The hiker will reach the top of the mountain for an hour.
7371,1,Henri will paint the floor for an hour.
7372,1,I will read linguistics for an hour.
7373,1,the student left.
7374,1,only the student left.
7375,1,even the student left.
7376,1,all the students left.
7377,1,I saw the student.
7378,1,I saw only the student.
7379,1,I saw all the students.
7380,1,"John, who I saw yesterday, will visit us."
7381,1,I saw the brilliant student.
7382,1,I saw the brilliant one.
7383,1,I saw the brilliant student with long hair.
7384,1,I saw the brilliant one with long hair.
7385,1,I saw the one with long hair.
7386,1,I saw the physics student.
7387,0,I saw the physics one.
7388,1,I saw the student of physics.
7389,0,I saw the one of physics.
7390,1,I saw the student of physics with long hair.
7391,1,The big student of physics with long hair in the library.
7392,1,It is big.
7393,1,It is with long hair.
7394,0,It is of physics.
7395,1,It is in the library.
7396,1,They are intense.
7397,0,They are intense of Bill.
7398,1,They intensified.
7399,1,They are special.
7400,0,They are special of Bill.
7401,1,They specialized.
7402,1,She is proud.
7403,1,she is the mother.
7404,1,she is the mother of John.
7405,1,They read the paper.
7406,1,The paper is readable.
7407,0,It is readable of the paper.
7408,0,They are readable of the paper.
7409,1,The driver of the car thinks that Mary should leave Dallas for Boise tomorrow.
7410,1,Her little sister will disagree with her.
7411,1,The girl he met at the departmental party will very surely call him.
7412,1,Beavers build dams.
7413,1,John will see you.
7414,1,John thinks that Mary left.
7415,1,John thinks Mary left.
7416,1,John whispered that Mary left.
7417,1,John will carefully study Russian.
7418,1,John carefully studies Russian.
7419,0,John studies carefully Russian.
7420,1,I wonder if she will use paints.
7421,1,"Yes, she will."
7422,0,"Yes, she."
7423,0,"Yes, she will use."
7424,1,I wonder if she used paints.
7425,1,"Yes, she did."
7426,0,"Yes, she used."
7427,1,John will have been eating cake.
7428,0,"Mary won't have been eating cake, but John."
7429,1,"Mary won't have been eating cake, but John will."
7430,1,"Mary won't have been eating cake, but John will have."
7431,1,"Mary won't have been eating cake, but John will have been."
7432,1,John will enthusiastically have been eating cake.
7433,1,John will have enthusiastically been eating cake.
7434,0,John will have been eating enthusiastically cake.
7435,1,John will have been eating cake enthusiastically.
7436,0,John studied carefully Russian.
7437,1,John has carefully studied Russian.
7438,1,John had carefully studied Russian.
7439,1,John is carefully studying Russian.
7440,1,John was carefully studying Russian.
7441,1,John goes to school.
7442,0,Goes John to school?
7443,1,Mary thinks that Bill will come.
7444,0,Mary thinks whether Bill will come.
7445,0,Mary thinks for Bill to come.
7446,1,Mary wonders whether Bill will come.
7447,0,Mary wonders for Bill to come.
7448,0,Mary prefers that Bill will come.
7449,0,Mary prefers whether Bill will come.
7450,1,Mary prefers for Bill to come.
7451,1,I wonder has Mary worked for Microsoft.
7452,1,I wonder whether Mary has worked for Microsoft.
7453,0,I wonder whether has Mary worked for Microsoft.
7454,0,I wonder has whether Mary worked for Microsoft.
7455,1,Will John not go to school?
7456,1,Has Henri not studied for his exam?
7457,1,Did Sue not pass her exam?
7458,1,Won't John go to school?
7459,1,Shouldn't Mary taste the soup?
7460,1,Hasn't Henri studied for his exam?
7461,1,Isn't Bill sick?
7462,1,Didn't Sue pass her exam?
7463,0,Will not John go to school?
7464,0,Should not Mary taste the soup?
7465,0,Has not Henri studied for his exam?
7466,0,Is not Bill sick?
7467,0,Did not Sue pass her exam?
7468,0,Sue put.
7469,0,Henri arrived Bill.
7470,0,Mary wonders that John said if Bill left.
7471,0,Henri told Sue in the drawer that Bill put socks.
7472,1,she will win the race.
7473,0,her will the race.
7474,1,"Elmer finished the cake and John did too, finish the cake."
7475,1,we need to provide two trees and.
7476,1,we also need to explain the relation between these trees.
7477,0,John not liked Mary.
7478,0,John liked not Mary.
7479,1,John did not like Mary.
7480,1,"John will endorse the treaty, but Georges will not endorse the treaty."
7481,1,Will George indeed not endorse the treaty?
7482,0,He will indeed not endorse the treaty.
7483,1,He will indeed endorse the treaty.
7484,1,He will not endorse the treaty; and indeed.
7485,1,John thinks that Bill left.
7486,1,John asked whether Bill left.
7487,1,John was wondering whether to leave or not.
7488,1,John was wondering whether to leave.
7489,0,I read these big three books.
7490,0,Mary sent.
7491,1,Mary sent a book to Bill.
7492,1,Mary send a book.
7493,1,"Mary sent Bill a book,…."
7494,0,Bill examined a book.
7495,0,Sincerity examined a book.
7496,0,We put.
7497,1,We put a book on the table.
7498,1,We think that Bill left.
7499,0,We think for Bill left.
7500,0,We think if Bill left.
7501,1,We wonder whether Bill left.
7502,1,We wonder if Bill left.
7503,0,We wonder that Bill left.
7504,1,John came in.
7505,1,"Then, John left."
7506,1,He took his umbrella.
7507,1,He hurt himself with it when he tried to open it.
7508,1,The idiot can't even open an umbrella!
7509,0,John hurt John with John's umbrella when John tried to open it.
7510,1,John can't even open an umbrella!
7511,1,John said he was sick.
7512,1,The TA who graded him says that John did really well.
7513,0,Himself should decide soon.
7514,0,Mary wrote a letter to himself last year.
7515,1,He should decide soon.
7516,1,Mary wrote a letter to him last year.
7517,1,Our rabbit and the neighbor's cat like each other.
7518,1,The boys fought with each other.
7519,1,Each of our rabbit and the neighbor's cat likes the other.
7520,1,Each of the boys fought with the other boys.
7521,1,the boy likes himself.
7522,0,the boy likes herself.
7523,0,the boy likes themselves.
7524,1,the girls likes themselves.
7525,0,the girls likes herself.
7526,1,each of the girls likes herself.
7527,0,the girls likes yourselves.
7528,0,Himself likes John.
7529,1,Mary's pictures of herself surprised Bill.
7530,1,I noticed John's excessive appreciation of himself.
7531,1,Mary noticed John's excessive appreciation of himself.
7532,0,Mary noticed John's excessive appreciation of herself.
7533,0,Mary noticed that John excessively appreciates herself.
7534,1,John loved the new pictures of himself.
7535,1,I showed Mary several portraits of herself.
7536,0,John believes that Mary saw himself.
7537,1,Mary noticed that John excessively appreciates himself.
7538,1,Mary appreciates only John and herself.
7539,0,Mary appreciates John and himself.
7540,1,Mary really appreciates and constantly praises herself and Sue knows it.
7541,0,Mary really appreciates and constantly praises himself and Bill knows it.
7542,1,John heard their criticism of each other.
7543,1,John heard their criticism of themselves.
7544,0,They heard John's criticism of each other.
7545,0,They heard John's criticism of themselves.
7546,0,John heard that they criticized each other.
7547,0,They heard that John criticized each other.
7548,1,John likes himself.
7549,1,The students are proud of themselves.
7550,1,Everyone likes himself.
7551,1,No spy betrayed himself.
7552,1,I heard John's criticism of himself.
7553,0,I heard John's criticism of myself.
7554,1,John heard that I criticized myself.
7555,0,I heard that John criticized myself.
7556,1,Mary likes herself.
7557,0,Our rabbit and the neighbor's cat like them.
7558,0,Bill likes herself.
7559,0,Himself laughs.
7560,1,the girls likes them.
7561,1,John's mother likes him.
7562,1,John believes that Bill saw himself.
7563,1,John believes that Bill saw him.
7564,0,Mary believes that Bill saw herself.
7565,1,They like their books.
7566,1,Everyone thinks he is smart.
7567,1,Who in this class thinks he is smart?
7568,1,Bill's mother saw him.
7569,0,No one's mother saw himself.
7570,1,The mayor of John's hometown wrote to him.
7571,1,The builder of his house visited Peter.
7572,1,That is a bird.
7573,1,That's the truth.
7574,1,He is John.
7575,1,Bob Dylan is Robert Zimmerman.
7576,1,I like Mary and she likes me.
7577,0,I like Mary and she does too.
7578,0,I like Mary and she does like Mary too.
7579,1,She considers John proud of his work.
7580,1,They saw Bill leave.
7581,1,Mary prefers that her ice cream is in a cone.
7582,1,Henry saw that Bill left.
7583,1,What Mary prefers is her ice cream in a cone.
7584,0,What she considers is John proud of his work.
7585,0,What Henry found is Bill sad.
7586,0,What they saw is Bill leave.
7587,0,What Henry find was Bill sad.
7588,0,John heard Mary describe himself.
7589,1,John heard Mary describe herself.
7590,0,Mary considers John proud of herself.
7591,1,Mary considers John proud of her.
7592,1,Mary considers John proud of himself.
7593,1,John believes himself to be proud of Mary.
7594,1,The pictures of Bill she put on your desk.
7595,1,Which pictures of Bill did she put on your desk.
7596,1,Susan wanted to sleep.
7597,1,She put the pictures of Bill on your desk.
7598,1,"The pictures of Bill, she put on your desk."
7599,0,The picture of Bill she slept.
7600,0,She slept the picture of Bill.
7601,1,You put which picture of Bill on his desk?
7602,1,Which picture of Bill did you put on his desk?
7603,1,How many strings did you say she had to pull in order to do that?
7604,1,How much care do you think he would be taking of his patients under those circumstances?
7605,1,How much headway is he likely to make.
7606,1,Who left Bill.
7607,0,Whom left Bill.
7608,1,Who did Bill leave.
7609,1,Whom did Bill leave.
7610,1,Is there anything to do today?
7611,1,There are two main characters in the novel.
7612,1,There are 3 firemen available.
7613,0,There stabbed an animal.
7614,0,There ran many people.
7615,0,Mary judged there.
7616,0,I had a realization of there.
7617,1,There were seven people.
7618,1,There were several doctors available.
7619,1,"Rodney was eating some squid, wasn't he?"
7620,1,"There is a man ready to jump from the roof, isn't there?"
7621,1,Sharks seem to swim slowly in the tropics.
7622,1,the cat seems to be out of the bag.
7623,1,the shit seems to have hit the fan.
7624,0,There run many people.
7625,1,There seems to be a nurse available.
7626,0,There seems to stab an animal.
7627,0,There seems to run many people to the station.
7628,1,it seems that John left.
7629,1,Several people seem sick.
7630,1,John considers several people sick.
7631,1,There are several people sick.
7632,1,Several people seem several people sick.
7633,1,Several people are sick.
7634,1,Bill is sick.
7635,1,Susan hopes to sleep.
7636,1,Susan hopes that she will sleep.
7637,0,Susan hopes Susan to sleep.
7638,0,Everyone hopes him to sleep.
7639,1,Everyone hopes to sleep.
7640,1,Everyone hopes that everyone will sleep.
7641,0,Susan hopes her to sleep.
7642,1,"Only Churchill remembered giving the Blood, Sweat and Tears speech."
7643,1,"Only Churchill remembered his giving the Blood, Sweat and Tears speech."
7644,1,"Only Churchill remembered himself giving the Blood, Sweat and."
7645,1,Susan hopes herself to sleep.
7646,1,for John to hurt his friends is stupid.
7647,1,to hurt his friends is stupid.
7648,1,for John to hurt himself is stupid.
7649,1,to hurt oneself is stupid.
7650,0,for John to hurt oneself is stupid.
7651,1,John promised Bill to leave.
7652,1,John promised Mary that he would leave.
7653,1,John promised Mary to cut the grass.
7654,1,John promise Mary to control himself.
7655,0,John promised Mary to control herself.
7656,0,John promised Mary to shave herself.
7657,1,John seems to sleep all day.
7658,1,John hopes to sleep.
7659,1,John tried to sleep.
7660,0,John believes to have slept.
7661,1,John believes Bill to have slept.
7662,0,John believes for Bill to have slept.
7663,1,John believes that Bill has slept.
7664,0,John believes Bill that Mary has slept.
7665,0,John convinced to sleep.
7666,1,John convinced Bill to sleep.
7667,0,John convinced Bill for Mary to sleep.
7668,0,John convinced that Bill has slept.
7669,0,it convinced Bill that Mary should sleep.
7670,1,John believes it to be obvious that Bill left.
7671,1,John believes it to be raining.
7672,0,John convinced it to be obvious that Bill left.
7673,0,John convinced it to be raining.
7674,0,John convinced there to be several firemen available.
7675,1,Bill cooked the rice.
7676,1,the rice was cooked by Bill.
7677,1,Bill visited Mary.
7678,1,Mary was visited by Bill.
7679,1,John believes Bill to have cooked the rice.
7680,1,John believes the rice to have been cooked by Bill.
7681,1,John believes Bill to have visited Mary.
7682,1,John believes Mary to have been visited by Bill.
7683,1,John convinced Bill to cook the rice.
7684,0,John convinced the rice to be cooked by Bill.
7685,1,John convinced Bill to visit Mary.
7686,1,John believes that Bill slept.
7687,1,I sent money.
7688,1,I sent Mary money.
7689,1,I sent money to Mary.
7690,0,I sent Bill money to Mary to Sam.
7691,1,I worked on Sunday in the city on that project without a break.
7692,1,I praised Mary.
7693,0,I praised.
7694,1,The moon glows in the darkness.
7695,1,The moon glows.
7696,1,I sang a song with Mary while you did so with Bill.
7697,1,What Mary did with Bill was sing a song.
7698,1,She tried to leave
7699,1,Who said he would give the cloak to Lee?
7700,0,Gilgamesh doesn't be in the dungeon
7701,1,Which book about herself did Jenny say that Anson had written.
7702,1,Paul had eighty eight billion sixty three million forty-four thousand nine hundred at
7703,0,What I said that was we would go.
7704,1,The boy thought she was happy.
7705,1,The landlord donated a helicopter
7706,1,Most dragons have been neutered.
7707,1,Who did you meet all when you were in Derry?
7708,1,Jason persuaded Medea to desert her family.
7709,1,Michael abandoned an old friend at Mardi Gras
7710,1,You friends of the king are all the same
7711,1,He is that kind of actor
7712,0,Lucy's Gomez's wallet
7713,1,Medea tended to appear to be evil.
7714,1,He's bound to could do it
7715,1,Nathan received the cloak from Benjamin
7716,1,That the world is round is obvious.
7717,1,"Poseidon wept, after the executioner left."
7718,1,I asked who did Medea poison.
7719,1,I never liked his analysis.
7720,0,Peter is some happy pigs which can fly.
7721,0,Gilgamesh not left.
7722,0,There arrived by Medea.
7723,1,I might have eaten some seaweed.
7724,1,There appears to be a problem with this solution.
7725,1,What Julie became was fond of Lloyd.
7726,1,Bill did not defeat the gods but Gilgamesh did .
7727,1,Aphrodite frees animals
7728,0,The hospital was donated the book to.
7729,1,"Medea, Jason poisoned."
7730,0,They kicked himself
7731,1,Emily showed Benjamin himself in the mirror.
7732,1,Jason was killed by Medea.
7733,1,How did you eat the cake?
7734,1,I asked who Medea poisoned.
7735,1,Aphrodite wanted to live and Ishtar tried to
7736,1,I was sitting not under the tree but under the bush
7737,1,The child wails
7738,1,Gilgamesh hasn't left
7739,0,Whiskey do I drink.
7740,1,Dracula thought that he was the Prince of Darkness.
7741,1,He looked up the number.
7742,1,She has kissed her.
7743,1,Agamemnon stopped Jason casting the spell
7744,1,Humans love to eat some disgruntled old pigs in those ditches.
7745,1,Jason whispered that the phoenix had escaped
7746,1,Ron definitely has bought a dog.
7747,0,He book
7748,1,Who is it obvious that Plato loves.
7749,0,Which god the statue?
7750,0,Kiss pigs is my happiest memory
7751,0,Dante accused
7752,1,That picture of Jenny in a rubber dress doesn't flatter her.
7753,1,He might could go
7754,1,Benjamin gave Lee the cloak and Nathan the chalice.
7755,1,That monkey is ate the banana
7756,1,I bought a book about Harry
7757,0,The children wails
7758,1,Who was it obvious that Plato loved?
7759,1,It was for Jenny that I intended to be present.
7760,1,I think she is pregnant
7761,1,It's extremely windy today.
7762,0,Who did you believe that to kiss seemed wrong?
7763,1,Jason would prefer Medea to have cursed Agamemnon.
7764,0,The therapist's analysis of Lucy's
7765,1,Who did Athena introduce to whom?
7766,1,It appears that Poseidon owns a dragon
7767,1,I have often eaten muffins.
7768,1,Gilgamesh can seek Ishtar
7769,1,You kicked yourself
7770,1,Agamemnon seems to have left.
7771,1,The dragons had all eaten the pigs.
7772,1,Anson shot the dinosaur with his rifle in the jungle
7773,0,Genie intoned the mirror.
7774,1,I often have eaten muffins.
7775,1,He kicked himself
7776,1,Gilgamesh has not read the cuneiform tablets.
7777,1,"He might maybe do that, mightn't he?"
7778,1,I intended for Jenny to be present.
7779,0,We believed to be omnipotent.
7780,1,Whose poem about Achilles did Homer persuade Jason that he should read?
7781,1,Jason would prefer for Medea to have cursed Agamemnon.
7782,1,I asked who Medea gave what?
7783,1,I have every hope that you will defeat him.
7784,1,Paris is no more
7785,1,He will can do it
7786,1,We believed him to be the headmaster
7787,1,Who kissed who?
7788,1,Who did you say that John thought would leave early?
7789,0,Any boy saw no one.
7790,0,What I arranged for Jenny was to be present.
7791,0,He kicked herself
7792,1,Cassandra has warned Agamemnon again.
7793,1,Gilgamesh has been fighting the dragon.
7794,1,Lucy's photograph of Jane
7795,1,Who did Jason think Medea had poisoned?
7796,1,Gilgamesh may have quickly cast the spell
7797,0,Having read of Shakespeare satisfied me
7798,0,Medea tried her to leave.
7799,1,The potion boiled over
7800,1,There arrived a new actor.
7801,1,I ate fruit
7802,1,I hoped that you would defeat him.
7803,1,Who seems to be certain to leave first?
7804,0,She liked Moya's football.
7805,1,His hen loves Anson.
7806,1,I ate a mango and Gillian did too.
7807,1,Why did you eat the cake?
7808,0,He would can go
7809,1,Perhaps Gilgamesh should be leaving
7810,1,I want to can do it
7811,1,Jason intended for him to learn magic.
7812,1,I went to the shop for to get bread.
7813,1,I asked which king invaded which city.
7814,1,We made the claim that Perseus killed the Gorgon.
7815,1,Plato listened to DP Demosthenes' oration about Philip.
7816,1,The old house collapsed.
7817,0,I believed she is pregnant
7818,1,How are you feeling?
7819,1,Aphrodite misses Gilgamesh.
7820,1,Anson very happily demonized David.
7821,1,That Plato loved Aster proved to be his undoing.
7822,1,Hasn't the potion worked?
7823,1,Bill's reading Shakespeare satisfied me
7824,1,Every vampire slept.
7825,1,I might be leaving soon.
7826,0,It's arrived first that Julie and Jenny
7827,1,The man I saw left.
7828,0,He replied his answer.
7829,1,"Because they hated him, the druids forced Jason to live in a cupboard"
7830,1,We kicked ourselves
7831,1,Did Medea poison Jason?
7832,1,Aphrodite freed animals
7833,1,The book was donated to the hospital.
7834,1,Medea poisoned more children than Jason did.
7835,1,Nathan showed Benjamin himself in the mirror.
7836,1,That Plato loved Aster deeply was obvious.
7837,1,He kicked him
7838,1,Jason expected the doctor to treat Medea
7839,1,The therapist's analysis of Lucy
7840,1,Where are you living?
7841,1,Who showed what to who?
7842,1,"Medea thought that, after the executioner had left, Poseidon would be relieved."
7843,1,The consul's gift of the gladiator to himself.
7844,1,All the dragons have been slain.
7845,1,Gilgamesh should slowly be tickling the mandrake.
7846,1,Odysseus planned to hear the sirens.
7847,1,Bill reading Shakespeare and Maureen singing Schubert satisfies me
7848,1,The shooting of the hunters was very loud.
7849,0,The librarians likes books.
7850,0,Can he will do it?
7851,0,I ordered there to be three books on the subject.
7852,1,Truman punched Johnson
7853,1,He became fond of peanuts.
7854,1,The therapist analysed Lucy
7855,1,Dracula thought himself to be the Prince of Darkness.
7856,0,Which poem did you hear those recitals of last night?
7857,1,Athena introduced Medea to Jason
7858,1,"He'll no can do it, will he?"
7859,1,Anson is incredibly difficult to please.
7860,1,It was claimed by everyone that the poison was neutralised
7861,1,The banana is being eaten by that monkey.
7862,1,I want to kiss pigs
7863,1,Burn letters to him!
7864,1,His analysis of her was flawed
7865,1,Did the potion boil over?
7866,1,I didn't see him ever.
7867,0,She said Moya liked football.
7868,1,We all thought him to be unhappy
7869,1,Which book are you reading?
7870,1,That monkey is eating the banana.
7871,1,That bottle of water might have cracked open.
7872,1,Who did Gilgamesh believe to have kissed Aphrodite?
7873,1,Paul had three affairs . . .
7874,1,Close the door!
7875,1,I was eating not a peach but an apple
7876,1,Which poem did you go to hear a recital of last night?
7877,0,when time will you be there.
7878,1,I have sent 0 letters to Environmental Heath.
7879,1,Why did you kill Pegasus?
7880,1,Aphrodite does free animals
7881,1,Gilgamesh will seek Ishtar
7882,1,I assumed him to be innocent
7883,1,I am being whipped
7884,1,Never will I do syntax again.
7885,1,The children wail
7886,1,Mary fell.
7887,1,I inquired if we could leave early.
7888,1,Benjamin gave the cloak and sent the book to Lee
7889,1,Hera tried to appear to be happy.
7890,0,I arranged for to see her.
7891,0,Bill's reading Shakespeare and Maureen's singing Schubert satisfies me
7892,0,Myself shaved me.
7893,0,No reading Shakespeare satisfied me
7894,1,The Emperor's every wish was immediately carried out.
7895,1,Jenny has eaten a cake.
7896,0,Moya played football with her
7897,0,I intoned fruit
7898,1,The sheep cry
7899,1,"He can't possibly do that, can he"
7900,1,We believed that Aphrodite was omnipotent.
7901,1,Which book about Ulysses did you say that you would read?
7902,0,I wanted any cake.
7903,1,Gilgamesh is not reading the cuneiform tablets.
7904,1,Jason persuaded Medea to try to run away.
7905,1,We believed Aphrodite to be omnipotent
7906,1,That bottle of water might have.
7907,1,I don't remember what all I said?
7908,0,Aphrodite said he freed the animals and freed the animals he
7909,1,That Aphrodite was so promiscuous astounded the other gods.
7910,0,Gilgamesh doesn't ate the honey
7911,1,I claimed that she was pregnant
7912,0,Aphrodite do freed animals.
7913,1,David wrote that you said that Anson thought that Julie had fainted
7914,0,Gilgamesh failed often biology
7915,1,It rained
7916,1,"Poseidon was asleep, when the executioner arrived."
7917,1,People are in the garden
7918,1,Anson became happy
7919,1,It is tough to teach syntax.
7920,1,"There's going to be a party, isn't there?"
7921,0,I have might be flying helicopters.
7922,1,They brought the hat to the teacher
7923,1,What Medea attempted was to poison her children.
7924,1,Benjamin gave the cloak 0 and sent the book to Lee
7925,1,The man chuckles
7926,1,Milena will make pasta.
7927,1,Aphrodite did free animals
7928,1,Gilgamesh should seek Ishtar
7929,1,They depend on Mary.
7930,0,The Greeks arrived all.
